model,family,outcome,parameter,coefficient,std_error,statistic,p_value,ci_lower,ci_upper,nobs,week_clusters,region_clusters,effects,sample,covariance
exposure_all_unknown_as_renewable_upper_bound_intrahour_price_sd_asinh,exposure_all_unknown_as_renewable_upper_bound,intrahour_price_sd_asinh,log_demand_centered_sq,0.21319225788780075,0.01384614143235855,15.397232429647774,0.0,0.18605411080414888,0.2403304049714526,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
sample_include_tas1_intrahour_price_sd_asinh,sample_include_tas1,intrahour_price_sd_asinh,renewable_share_ws_10pp_winsor_p999,-0.017267903398772808,0.003615686915469195,-4.775829269092568,1.7908860010518168e-06,-0.024354560370215807,-0.010181246427329807,263007,314,5,region_month + timestamp,all_five_sample,clustered_aest_week_debiased
sample_include_tas1_intrahour_price_sd_asinh,sample_include_tas1,intrahour_price_sd_asinh,log_demand_centered,0.8816331119174785,0.053877011109115996,16.363808863337375,0.0,0.77603550202946,0.987230721805497,263007,314,5,region_month + timestamp,all_five_sample,clustered_aest_week_debiased
sample_include_tas1_intrahour_price_sd_asinh,sample_include_tas1,intrahour_price_sd_asinh,log_demand_centered_sq,0.24200811696062766,0.01630341231244705,14.844016229403916,0.0,0.21005383186254423,0.2739624020587111,263007,314,5,region_month + timestamp,all_five_sample,clustered_aest_week_debiased
sample_post_5ms_intrahour_price_sd_asinh,sample_post_5ms,intrahour_price_sd_asinh,renewable_share_ws_10pp_winsor_p999,-0.05456486986665179,0.003798807481831554,-14.363683900175937,0.0,-0.06201048734346694,-0.047119252389836636,131391,197,4,region_month + timestamp,post_5ms_sample,clustered_aest_week_debiased
sample_post_5ms_intrahour_price_sd_asinh,sample_post_5ms,intrahour_price_sd_asinh,log_demand_centered,1.0525051646534167,0.054250983925064035,19.40066499267966,0.0,0.9461738814865942,1.158836447820239,131391,197,4,region_month + timestamp,post_5ms_sample,clustered_aest_week_debiased
sample_post_5ms_intrahour_price_sd_asinh,sample_post_5ms,intrahour_price_sd_asinh,log_demand_centered_sq,0.25352982054442896,0.014510711442863903,17.47190835836724,0.0,0.22508899872423022,0.2819706423646277,131391,197,4,region_month + timestamp,post_5ms_sample,clustered_aest_week_debiased
aggressive_fe_intrahour_price_sd_asinh,aggressive_region_date_fe,intrahour_price_sd_asinh,renewable_share_ws_10pp_winsor_p999,-0.028108980234483612,0.003994806847214457,-7.036380308120218,1.9815260543509794e-12,-0.03593872137421489,-0.02027923909475234,210399,314,4,region_date + timestamp,headline_sample,clustered_aest_week_debiased
aggressive_fe_intrahour_price_sd_asinh,aggressive_region_date_fe,intrahour_price_sd_asinh,log_demand_centered,0.8773005418579526,0.05782971749752478,15.170410298053119,0.0,0.7639554577257536,0.9906456259901516,210399,314,4,region_date + timestamp,headline_sample,clustered_aest_week_debiased
aggressive_fe_intrahour_price_sd_asinh,aggressive_region_date_fe,intrahour_price_sd_asinh,log_demand_centered_sq,0.22950144076140477,0.015821928629307362,14.505275945708249,0.0,0.19849077861007663,0.2605121029127329,210399,314,4,region_date + timestamp,headline_sample,clustered_aest_week_debiased
inference_intrahour_price_sd_asinh,inference_driscoll_kraay,intrahour_price_sd_asinh,renewable_share_ws_10pp_winsor_p999,-0.023914136253425054,0.004888238240524572,-4.8921789562488165,1.000198453450514e-06,-0.03349512758894348,-0.01433314491790663,210399,314,4,region_month + timestamp,headline_sample,driscoll_kraay_bartlett_bandwidth_168_hours
inference_intrahour_price_sd_asinh,inference_driscoll_kraay,intrahour_price_sd_asinh,log_demand_centered,0.8596362401822802,0.062273546798327736,13.804195912691526,2.8612254406312234e-43,0.7375795230279315,0.981692957336629,210399,314,4,region_month + timestamp,headline_sample,driscoll_kraay_bartlett_bandwidth_168_hours
inference_intrahour_price_sd_asinh,inference_driscoll_kraay,intrahour_price_sd_asinh,log_demand_centered_sq,0.213764506001042,0.0161563471067863,13.230992413579212,6.731558236427476e-40,0.18209791897578761,0.24543109302629637,210399,314,4,region_month + timestamp,headline_sample,driscoll_kraay_bartlett_bandwidth_168_hours
inference_intrahour_price_sd_asinh,inference_two_way_benchmark,intrahour_price_sd_asinh,renewable_share_ws_10pp_winsor_p999,-0.023914136253425054,0.005534960981338142,-4.3205609459677765,1.557282194597498e-05,-0.034762543800583995,-0.013065728706266117,210399,314,4,region_month + timestamp,headline_sample,two_way_region_and_aest_week_debiased_four_region_benchmark
inference_intrahour_price_sd_asinh,inference_two_way_benchmark,intrahour_price_sd_asinh,log_demand_centered,0.8596362401822802,0.24680962560028072,3.482993169701168,0.0004959754856177501,0.3758945455070918,1.3433779348574686,210399,314,4,region_month + timestamp,headline_sample,two_way_region_and_aest_week_debiased_four_region_benchmark
inference_intrahour_price_sd_asinh,inference_two_way_benchmark,intrahour_price_sd_asinh,log_demand_centered_sq,0.213764506001042,0.06994400597260576,3.056223375091854,0.0022418170525919656,0.07667571985962607,0.3508532921424579,210399,314,4,region_month + timestamp,headline_sample,two_way_region_and_aest_week_debiased_four_region_benchmark
threshold_negative_price_below_minus_50_any_5min,alternative_negative_price_threshold,negative_price_below_minus_50_any_5min,renewable_share_ws_10pp_winsor_p999,0.004497629608308246,0.0012653807469405847,3.5543686113310446,0.00037899860525403284,0.0020175098583364768,0.006977749358280015,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
threshold_negative_price_below_minus_50_any_5min,alternative_negative_price_threshold,negative_price_below_minus_50_any_5min,log_demand_centered,-0.3345199288487381,0.017599683010590873,-19.007156472502132,0.0,-0.3690149387762588,-0.3000249189212174,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
threshold_negative_price_below_minus_50_any_5min,alternative_negative_price_threshold,negative_price_below_minus_50_any_5min,log_demand_centered_sq,-0.01775277773910474,0.002951729249540436,-6.0143652206138905,1.809888905413004e-09,-0.02353810521943373,-0.011967450258775752,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
threshold_negative_price_below_minus_100_any_5min,alternative_negative_price_threshold,negative_price_below_minus_100_any_5min,renewable_share_ws_10pp_winsor_p999,0.0008582886803530493,0.0008578659135562462,1.0004928122100696,0.31707361144060675,-0.0008231105350076393,0.002539687895713738,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
threshold_negative_price_below_minus_100_any_5min,alternative_negative_price_threshold,negative_price_below_minus_100_any_5min,log_demand_centered,-0.1240078687244349,0.01092302645633837,-11.352885504774742,0.0,-0.1454167717042911,-0.10259896574457869,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
threshold_negative_price_below_minus_100_any_5min,alternative_negative_price_threshold,negative_price_below_minus_100_any_5min,log_demand_centered_sq,0.00262667888297697,0.002037617743683361,1.2890930554171438,0.1973676307966865,-0.001367009199618224,0.006620366965572165,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
